"TOA5","Pluvio_UPB","CR300","6066","CR300.Std.09.02","CPU:UPB_Rain_28Nov2019.CR300","54384","Meteo5Min"
"TIMESTAMP","RECORD","VBat","TempDL","PBar","TempA","RH"
"TS","RN","Vdc","GradosC","[mBar]","GradosC","%"
"","","Smp","Smp","Smp","Smp","Smp"
"2020-09-01 00:00:00",79927,12.82,16.62,753.5,14.96,51.51
"2020-09-01 00:05:00",79928,12.82,16.56,753.5,14.99,51.21
"2020-09-01 00:10:00",79929,12.82,16.49,753.5,14.82,51.8
"2020-09-01 00:15:00",79930,12.82,16.42,753.4,14.69,52.03
"2020-09-01 00:20:00",79931,12.82,16.36,753.4,14.91,51.32
"2020-09-01 00:25:00",79932,12.82,16.31,753.3,15.18,50.21
"2020-09-01 00:30:00",79933,12.81,16.25,753.3,15.08,50.91
"2020-09-01 00:35:00",79934,12.81,16.21,753.2,15.11,51.47
"2020-09-01 00:40:00",79935,12.81,16.18,753.2,14.92,52.24
"2020-09-01 00:45:00",79936,12.81,16.14,753.2,13.87,55.74
"2020-09-01 00:50:00",79937,12.81,16.09,753.2,14.48,54.13
"2020-09-01 00:55:00",79938,12.81,16.06,753.2,14.44,54.5
"2020-09-01 01:00:00",79939,12.8,16.02,753.1,13.9,56.17
"2020-09-01 01:05:00",79940,12.8,15.99,753,14.32,54.42
"2020-09-01 01:10:00",79941,12.8,15.97,753,14.19,55.16
"2020-09-01 01:15:00",79942,12.8,15.97,752.9,14.33,54.36
"2020-09-01 01:20:00",79943,12.79,15.98,752.8,14.41,54.37
"2020-09-01 01:25:00",79944,12.8,16,752.7,14.02,56.13
"2020-09-01 01:30:00",79945,12.79,16,752.8,13.79,56.97
"2020-09-01 01:35:00",79946,12.79,15.98,752.8,13.72,57.8
"2020-09-01 01:40:00",79947,12.79,15.96,752.9,13.66,57.91
"2020-09-01 01:45:00",79948,12.79,15.94,752.8,14.07,55.77
"2020-09-01 01:50:00",79949,12.79,15.94,752.8,14.2,54.61
