"TOA5","Meteo_UPB_Ethernet","CR300","6066","CR300.Std.09.02","CPU:UPB_Rain_28Nov2019.CR300","54384","Meteo5Min"
"TIMESTAMP","RECORD","VBat","TempDL","PBar","TempA","RH"
"TS","RN","Vdc","GradosC","[mBar]","GradosC","%"
"","","Smp","Smp","Smp","Smp","Smp"
"2020-01-01 00:00:00",9655,12.9,17.15,751.8,15.14,89.4
"2020-01-01 00:05:00",9656,12.89,17.15,751.8,15.17,89.5
"2020-01-01 00:10:00",9657,12.89,17.17,751.8,15.14,90.1
"2020-01-01 00:15:00",9658,12.89,17.17,751.8,15.1,89.4
"2020-01-01 00:20:00",9659,12.89,17.18,751.8,15.06,87.9
"2020-01-01 00:25:00",9660,12.89,17,751.7,15.14,88.4
"2020-01-01 00:30:00",9661,12.89,16.84,751.7,15.15,85.7
"2020-01-01 00:35:00",9662,12.89,16.78,751.7,15.2,85.8
"2020-01-01 00:40:00",9663,12.89,16.75,751.8,15.12,85.4
"2020-01-01 00:45:00",9664,12.88,16.73,751.7,15.14,83.8
"2020-01-01 00:50:00",9665,12.88,16.72,751.6,15.2,85.4
"2020-01-01 00:55:00",9666,12.88,16.71,751.6,15.14,86.1
"2020-01-01 01:00:00",9667,12.88,16.71,751.5,15.09,85.2
"2020-01-01 01:05:00",9668,12.88,16.7,751.5,15.06,86.1
"2020-01-01 01:10:00",9669,12.88,16.69,751.4,15.1,86.5
"2020-01-01 01:15:00",9670,12.87,16.68,751.4,15.14,86.6
"2020-01-01 01:20:00",9671,12.87,16.66,751.3,15.14,87.5
"2020-01-01 01:25:00",9672,12.87,16.69,751.3,15.14,87.9
"2020-01-01 01:30:00",9673,12.87,16.7,751.2,15.15,87.9
"2020-01-01 01:35:00",9674,12.87,16.7,751.1,15.14,87.9
"2020-01-01 01:40:00",9675,12.86,16.71,751.1,15.17,87.7
"2020-01-01 01:45:00",9676,12.86,16.73,751.1,15.26,91.3
"2020-01-01 01:50:00",9677,12.86,16.62,751.1,15.14,91.9
