"TOA5","Pluvio_UPB","CR300","6066","CR300.Std.10.03","CPU:UPB_Rain_4Dic2020.CR300","9715","Meteo5Min"
"TIMESTAMP","RECORD","VBat","TempDL","PBar","TempA","RH"
"TS","RN","Vdc","GradosC","[mBar]","GradosC","%"
"","","Smp","Smp","Smp","Smp","Smp"
"2022-06-01 00:00:00",156478,12.72,14.02,748,13.51,60.74
"2022-06-01 00:05:00",156479,12.72,13.95,748,13.43,61.12
"2022-06-01 00:10:00",156480,12.71,13.87,748,13.32,61.36
"2022-06-01 00:15:00",156481,12.71,13.8,748,13.28,61.56
"2022-06-01 00:20:00",156482,12.71,13.73,748,13.24,61.44
"2022-06-01 00:25:00",156483,12.71,13.66,748.1,13.27,61.65
"2022-06-01 00:30:00",156484,12.71,13.6,748.1,13.12,62.42
"2022-06-01 00:35:00",156485,12.7,13.56,748.1,12.69,64.34
"2022-06-01 00:40:00",156486,12.7,13.47,748.2,12.3,66.19
"2022-06-01 00:45:00",156487,12.7,13.37,748.1,12.56,64.7
"2022-06-01 00:50:00",156488,12.7,13.29,748.1,12.62,64.65
"2022-06-01 00:55:00",156489,12.7,13.22,748.1,12.39,65.74
"2022-06-01 01:00:00",156490,12.69,13.16,748.2,12.36,65.97
"2022-06-01 01:05:00",156491,12.69,13.11,748.1,12.41,65.78
"2022-06-01 01:10:00",156492,12.69,13.06,748,11.76,68.39
"2022-06-01 01:15:00",156493,12.69,13,748,11.94,67.42
"2022-06-01 01:20:00",156494,12.68,12.94,747.9,12.14,66.77
"2022-06-01 01:25:00",156495,12.68,12.9,747.9,12.08,66.75
"2022-06-01 01:30:00",156496,12.68,12.89,747.9,12,67.4
"2022-06-01 01:35:00",156497,12.68,12.82,747.8,11.47,69.6
"2022-06-01 01:40:00",156498,12.67,12.73,747.8,11.45,69.56
"2022-06-01 01:45:00",156499,12.67,12.6,747.8,11.31,70.42
"2022-06-01 01:50:00",156500,12.67,12.47,747.7,11.13,71.32
