"TOA5","Pluvio_UPB","CR300","6066","CR300.Std.10.03","CPU:UPB_Rain_4Dic2020.CR300","9715","Meteo5Min"
"TIMESTAMP","RECORD","VBat","TempDL","PBar","TempA","RH"
"TS","RN","Vdc","GradosC","[mBar]","GradosC","%"
"","","Smp","Smp","Smp","Smp","Smp"
"2024-08-01 00:00:00",384565,12.79,13.85,751.3,14.21,52.02
"2024-08-01 00:05:00",384566,12.79,13.79,751.4,14.08,52.4
"2024-08-01 00:10:00",384567,12.78,13.7,751.4,13.75,53.42
"2024-08-01 00:15:00",384568,12.78,13.59,751.5,13.3,55.05
"2024-08-01 00:20:00",384569,12.78,13.47,751.4,13.41,53.22
"2024-08-01 00:25:00",384570,12.78,13.37,751.4,13.19,52.79
"2024-08-01 00:30:00",384571,12.78,13.27,751.4,13.02,53.83
"2024-08-01 00:35:00",384572,12.78,13.18,751.3,12.98,54.16
"2024-08-01 00:40:00",384573,12.77,13.09,751.4,12.56,54.13
"2024-08-01 00:45:00",384574,12.77,12.97,751.4,12.36,54.01
"2024-08-01 00:50:00",384575,12.77,12.84,751.4,12.44,53.96
"2024-08-01 00:55:00",384576,12.77,12.73,751.4,12.5,52.81
"2024-08-01 01:00:00",384577,12.77,12.65,751.4,12.56,53.01
"2024-08-01 01:05:00",384578,12.76,12.56,751.4,12.29,53.63
"2024-08-01 01:10:00",384579,12.76,12.49,751.4,11.97,52.95
"2024-08-01 01:15:00",384580,12.76,12.34,751.4,11.82,51.87
"2024-08-01 01:20:00",384581,12.76,12.21,751.4,11.84,51.17
"2024-08-01 01:25:00",384582,12.76,12.11,751.3,12.02,50.31
"2024-08-01 01:30:00",384583,12.76,12.03,751.3,11.98,50
"2024-08-01 01:35:00",384584,12.75,11.92,751.3,12.01,53.14
"2024-08-01 01:40:00",384585,12.75,11.83,751.2,11.84,55.14
"2024-08-01 01:45:00",384586,12.75,11.77,751.2,11.93,53.49
"2024-08-01 01:50:00",384587,12.75,11.74,751.1,11.96,54.46
