"TOA5","Pluvio_UPB","CR300","6066","CR300.Std.10.03","CPU:UPB_Rain_4Dic2020.CR300","9715","Meteo5Min"
"TIMESTAMP","RECORD","VBat","TempDL","PBar","TempA","RH"
"TS","RN","Vdc","GradosC","[mBar]","GradosC","%"
"","","Smp","Smp","Smp","Smp","Smp"
"2021-08-01 00:00:00",68926,12.83,13.88,754.7,12.94,53.73
"2021-08-01 00:05:00",68927,12.83,13.76,754.7,13.18,52.79
"2021-08-01 00:10:00",68928,12.83,13.68,754.7,12.82,54.92
"2021-08-01 00:15:00",68929,12.83,13.56,754.7,12.54,55.81
"2021-08-01 00:20:00",68930,12.82,13.35,754.8,12.28,57.54
"2021-08-01 00:25:00",68931,12.82,13.21,754.8,12.38,56.45
"2021-08-01 00:30:00",68932,12.82,13.11,754.9,12.49,55.6
"2021-08-01 00:35:00",68933,12.82,12.98,754.9,12.52,55.75
"2021-08-01 00:40:00",68934,12.82,12.88,754.9,12.6,55.01
"2021-08-01 00:45:00",68935,12.82,12.79,754.9,12.89,54.03
"2021-08-01 00:50:00",68936,12.81,12.74,754.9,13.17,53.19
"2021-08-01 00:55:00",68937,12.81,12.66,754.9,12.58,55.79
"2021-08-01 01:00:00",68938,12.81,12.58,754.9,11.7,60.42
"2021-08-01 01:05:00",68939,12.81,12.49,754.9,11.91,58.68
"2021-08-01 01:10:00",68940,12.81,12.4,754.8,12.23,57.53
"2021-08-01 01:15:00",68941,12.8,12.34,754.9,12.35,56.83
"2021-08-01 01:20:00",68942,12.8,12.3,754.9,12.59,56.24
"2021-08-01 01:25:00",68943,12.8,12.3,754.8,12.67,55.89
"2021-08-01 01:30:00",68944,12.8,12.31,754.9,12.49,57.04
"2021-08-01 01:35:00",68945,12.8,12.32,755,12.24,58.67
"2021-08-01 01:40:00",68946,12.8,12.34,755,12.02,59.97
"2021-08-01 01:45:00",68947,12.79,12.36,755,11.88,60.48
"2021-08-01 01:50:00",68948,12.79,12.35,755,12.13,60.7
