"TOA5","Pluvio_UPB","CR300","6066","CR300.Std.10.03","CPU:UPB_Rain_4Dic2020.CR300","9715","Meteo5Min"
"TIMESTAMP","RECORD","VBat","TempDL","PBar","TempA","RH"
"TS","RN","Vdc","GradosC","[mBar]","GradosC","%"
"","","Smp","Smp","Smp","Smp","Smp"
"2023-07-01 00:00:00",270229,12.77,11,753.8,10.07,45.53
"2023-07-01 00:05:00",270230,12.77,10.88,753.8,9.99,45.74
"2023-07-01 00:10:00",270231,12.77,10.77,753.7,9.88,44.27
"2023-07-01 00:15:00",270232,12.76,10.66,753.7,10.11,42.02
"2023-07-01 00:20:00",270233,12.76,10.57,753.7,10.05,40.89
"2023-07-01 00:25:00",270234,12.76,10.5,753.7,10.08,39.06
"2023-07-01 00:30:00",270235,12.76,10.43,753.7,10.02,39.59
"2023-07-01 00:35:00",270236,12.76,10.35,753.6,10.02,39.56
"2023-07-01 00:40:00",270237,12.75,10.3,753.7,10.22,39.99
"2023-07-01 00:45:00",270238,12.75,10.21,753.7,9.95,39.84
"2023-07-01 00:50:00",270239,12.75,10.15,753.6,9.88,40.55
"2023-07-01 00:55:00",270240,12.75,10.07,753.6,9.84,41.27
"2023-07-01 01:00:00",270241,12.75,10,753.5,9.61,44.2
"2023-07-01 01:05:00",270242,12.75,9.9,753.5,9.48,42.17
"2023-07-01 01:10:00",270243,12.75,9.82,753.5,9.54,43.14
"2023-07-01 01:15:00",270244,12.74,9.72,753.4,9.49,43.51
"2023-07-01 01:20:00",270245,12.74,9.65,753.4,9.53,42.95
"2023-07-01 01:25:00",270246,12.74,9.55,753.4,9.66,42.53
"2023-07-01 01:30:00",270247,12.74,9.49,753.4,8.97,47.7
"2023-07-01 01:35:00",270248,12.73,9.41,753.3,8.51,47.85
"2023-07-01 01:40:00",270249,12.73,9.3,753.3,8.39,49.17
"2023-07-01 01:45:00",270250,12.73,9.18,753.3,8.26,48.76
"2023-07-01 01:50:00",270251,12.73,9.08,753.2,8.38,47.74
