"TOA5","Pluvio_UPB","CR300","6066","CR300.Std.10.03","CPU:UPB_Rain_4Dic2020.CR300","9715","Meteo5Min"
"TIMESTAMP","RECORD","VBat","TempDL","PBar","TempA","RH"
"TS","RN","Vdc","GradosC","[mBar]","GradosC","%"
"","","Smp","Smp","Smp","Smp","Smp"
"2021-07-01 00:00:00",59998,12.83,8.64,753.6,7.712,49.51
"2021-07-01 00:05:00",59999,12.83,8.49,753.6,7.46,47.5
"2021-07-01 00:10:00",60000,12.83,8.32,753.6,7.419,44.74
"2021-07-01 00:15:00",60001,12.82,8.17,753.7,7.238,45.85
"2021-07-01 00:20:00",60002,12.82,8.03,753.6,7.198,46.18
"2021-07-01 00:25:00",60003,12.82,7.891,753.6,7.4,45.99
"2021-07-01 00:30:00",60004,12.82,7.781,753.6,7.662,46.49
"2021-07-01 00:35:00",60005,12.82,7.715,753.6,7.49,51.32
"2021-07-01 00:40:00",60006,12.81,7.646,753.6,7.53,51.2
"2021-07-01 00:45:00",60007,12.81,7.614,753.6,7.43,50.44
"2021-07-01 00:50:00",60008,12.81,7.578,753.6,7.59,46.75
"2021-07-01 00:55:00",60009,12.81,7.528,753.6,7.561,47.45
"2021-07-01 01:00:00",60010,12.8,7.474,753.5,7.581,48.43
"2021-07-01 01:05:00",60011,12.8,7.387,753.5,7.338,50.39
"2021-07-01 01:10:00",60012,12.8,7.311,753.5,7.359,49.79
"2021-07-01 01:15:00",60013,12.8,7.259,753.5,7.218,50.83
"2021-07-01 01:20:00",60014,12.8,7.18,753.4,7.147,48.95
"2021-07-01 01:25:00",60015,12.79,7.094,753.4,6.986,50.91
"2021-07-01 01:30:00",60016,12.79,6.99,753.4,6.714,53.9
"2021-07-01 01:35:00",60017,12.79,6.895,753.4,6.582,53.88
"2021-07-01 01:40:00",60018,12.79,6.754,753.3,6.28,54.99
"2021-07-01 01:45:00",60019,12.78,6.648,753.3,6.108,54.75
"2021-07-01 01:50:00",60020,12.78,6.547,753.3,5.976,56.47
