"TOA5","Pluvio_UPB","CR300","6066","CR300.Std.10.03","CPU:UPB_Rain_4Dic2020.CR300","9715","Meteo5Min"
"TIMESTAMP","RECORD","VBat","TempDL","PBar","TempA","RH"
"TS","RN","Vdc","GradosC","[mBar]","GradosC","%"
"","","Smp","Smp","Smp","Smp","Smp"
"2022-04-01 00:00:00",138910,12.71,17.58,751,15.58,74.29
"2022-04-01 00:05:00",138911,12.71,17.58,751,15.6,74.18
"2022-04-01 00:10:00",138912,12.71,17.63,751,15.6,74.21
"2022-04-01 00:15:00",138913,12.71,17.65,751,15.6,74.27
"2022-04-01 00:20:00",138914,12.71,17.7,751.1,15.58,74.03
"2022-04-01 00:25:00",138915,12.71,17.6,751.1,15.58,74.21
"2022-04-01 00:30:00",138916,12.7,17.58,751,15.59,74.15
"2022-04-01 00:35:00",138917,12.7,17.59,751,15.6,74.07
"2022-04-01 00:40:00",138918,12.7,17.58,751,15.6,74.15
"2022-04-01 00:45:00",138919,12.7,17.57,751,15.6,74.21
"2022-04-01 00:50:00",138920,12.7,17.52,751,15.54,74.48
"2022-04-01 00:55:00",138921,12.69,17.49,751,15.52,74.67
"2022-04-01 01:00:00",138922,12.69,17.44,750.9,15.52,74.96
"2022-04-01 01:05:00",138923,12.69,17.42,750.9,15.49,75.04
"2022-04-01 01:10:00",138924,12.69,17.39,750.9,15.56,74.57
"2022-04-01 01:15:00",138925,12.69,17.38,750.9,15.55,74.62
"2022-04-01 01:20:00",138926,12.69,17.37,750.8,15.57,74.51
"2022-04-01 01:25:00",138927,12.68,17.36,750.8,15.58,74.46
"2022-04-01 01:30:00",138928,12.68,17.36,750.8,15.6,74.35
"2022-04-01 01:35:00",138929,12.68,17.35,750.8,15.59,74.43
"2022-04-01 01:40:00",138930,12.68,17.36,750.8,15.51,74.87
"2022-04-01 01:45:00",138931,12.68,17.4,750.7,15.44,75.17
"2022-04-01 01:50:00",138932,12.68,17.4,750.7,15.37,75.61
