"TOA5","Pluvio_UPB","CR300","6066","CR300.Std.10.03","CPU:UPB_Rain_4Dic2020.CR300","9715","Meteo5Min"
"TIMESTAMP","RECORD","VBat","TempDL","PBar","TempA","RH"
"TS","RN","Vdc","GradosC","[mBar]","GradosC","%"
"","","Smp","Smp","Smp","Smp","Smp"
"2023-10-01 00:00:00",296725,12.79,20.18,751.3,18.74,51.07
"2023-10-01 00:05:00",296726,12.79,20.03,751.4,18.93,50.35
"2023-10-01 00:10:00",296727,12.79,19.91,751.4,19.12,49.46
"2023-10-01 00:15:00",296728,12.79,19.86,751.5,19.1,49.62
"2023-10-01 00:20:00",296729,12.79,19.81,751.4,18.93,50.06
"2023-10-01 00:25:00",296730,12.79,19.74,751.3,18.9,50.06
"2023-10-01 00:30:00",296731,12.78,19.69,751.3,18.94,49.94
"2023-10-01 00:35:00",296732,12.78,19.65,751.2,18.88,50.12
"2023-10-01 00:40:00",296733,12.78,19.62,751.2,18.9,49.78
"2023-10-01 00:45:00",296734,12.78,19.58,751.3,18.88,49.78
"2023-10-01 00:50:00",296735,12.78,19.54,751.2,18.7,50.03
"2023-10-01 00:55:00",296736,12.78,19.47,751.2,18.59,50.27
"2023-10-01 01:00:00",296737,12.77,19.41,751.2,18.77,49.54
"2023-10-01 01:05:00",296738,12.77,19.39,751.1,19.15,47.96
"2023-10-01 01:10:00",296739,12.77,19.41,751.1,19.33,46.15
"2023-10-01 01:15:00",296740,12.77,19.49,751.1,19.22,46.45
"2023-10-01 01:20:00",296741,12.77,19.57,751,18.77,49.29
"2023-10-01 01:25:00",296742,12.77,19.64,750.9,18.57,50.3
"2023-10-01 01:30:00",296743,12.77,19.66,750.9,18.57,49.17
"2023-10-01 01:35:00",296744,12.76,19.67,750.9,18.8,48.26
"2023-10-01 01:40:00",296745,12.76,19.7,750.9,19.04,46.81
"2023-10-01 01:45:00",296746,12.76,19.71,750.9,19.17,45.97
"2023-10-01 01:50:00",296747,12.76,19.77,750.8,19.17,45.75
