"TOA5","Pluvio_UPB","CR300","6066","CR300.Std.09.02","CPU:UPB_Rain_28Nov2019.CR300","54384","Meteo5Min"
"TIMESTAMP","RECORD","VBat","TempDL","PBar","TempA","RH"
"TS","RN","Vdc","GradosC","[mBar]","GradosC","%"
"","","Smp","Smp","Smp","Smp","Smp"
"2020-04-01 00:00:00",35863,12.82,20.12,753,17.96,59.58
"2020-04-01 00:05:00",35864,12.82,20.06,753,17.99,58.98
"2020-04-01 00:10:00",35865,12.82,20.01,753,18.08,58.08
"2020-04-01 00:15:00",35866,12.82,19.98,753,18.24,58.11
"2020-04-01 00:20:00",35867,12.82,19.94,753,18.07,59.05
"2020-04-01 00:25:00",35868,12.82,19.9,752.9,17.88,59.68
"2020-04-01 00:30:00",35869,12.81,19.86,752.9,17.89,59.14
"2020-04-01 00:35:00",35870,12.81,19.83,752.8,18.04,61.37
"2020-04-01 00:40:00",35871,12.81,19.76,752.8,18.08,57.63
"2020-04-01 00:45:00",35872,12.81,19.74,752.7,18.15,57.88
"2020-04-01 00:50:00",35873,12.81,19.72,752.7,18.08,57.05
"2020-04-01 00:55:00",35874,12.81,19.69,752.6,17.94,58.7
"2020-04-01 01:00:00",35875,12.81,19.66,752.6,17.86,59.11
"2020-04-01 01:05:00",35876,12.8,19.62,752.6,17.84,58.77
"2020-04-01 01:10:00",35877,12.8,19.57,752.6,17.77,58.82
"2020-04-01 01:15:00",35878,12.8,19.51,752.6,17.65,59.23
"2020-04-01 01:20:00",35879,12.8,19.45,752.6,17.59,61.5
"2020-04-01 01:25:00",35880,12.8,19.4,752.5,17.43,59.64
"2020-04-01 01:30:00",35881,12.8,19.35,752.5,17.52,59.63
"2020-04-01 01:35:00",35882,12.8,19.33,752.5,17.55,59.66
"2020-04-01 01:40:00",35883,12.8,19.31,752.4,17.38,60.69
"2020-04-01 01:45:00",35884,12.79,19.28,752.3,17.24,60.7
"2020-04-01 01:50:00",35885,12.79,19.22,752.3,17.23,61
