"TOA5","Pluvio_UPB","CR300","6066","CR300.Std.10.03","CPU:UPB_Rain_4Dic2020.CR300","9715","Meteo5Min"
"TIMESTAMP","RECORD","VBat","TempDL","PBar","TempA","RH"
"TS","RN","Vdc","GradosC","[mBar]","GradosC","%"
"","","Smp","Smp","Smp","Smp","Smp"
"2025-09-01 00:00:00",498613,12.79,15.84,751.4,16.08,49.53
"2025-09-01 00:05:00",498614,12.79,15.77,751.4,16.31,48.81
"2025-09-01 00:10:00",498615,12.79,15.74,751.4,16.38,48.73
"2025-09-01 00:15:00",498616,12.79,15.71,751.3,16.3,49.15
"2025-09-01 00:20:00",498617,12.78,15.67,751.3,16.03,50.11
"2025-09-01 00:25:00",498618,12.78,15.62,751.2,15.47,51.83
"2025-09-01 00:30:00",498619,12.78,15.75,751.2,15.55,50.82
"2025-09-01 00:35:00",498620,12.78,15.82,751.2,15.62,50.06
"2025-09-01 00:40:00",498621,12.78,15.82,751.2,15.63,49.94
"2025-09-01 00:45:00",498622,12.78,15.78,751.2,15.63,50.31
"2025-09-01 00:50:00",498623,12.77,15.72,751.2,15.11,51.41
"2025-09-01 00:55:00",498624,12.77,15.63,751.2,14.86,52.11
"2025-09-01 01:00:00",498625,12.77,15.51,751.3,14.58,53.6
"2025-09-01 01:05:00",498626,12.77,15.36,751.2,14.35,54.18
"2025-09-01 01:10:00",498627,12.77,15.23,751.2,14.73,52.62
"2025-09-01 01:15:00",498628,12.77,15.14,751.3,14.92,52.58
"2025-09-01 01:20:00",498629,12.76,15.1,751.3,14.77,52.41
"2025-09-01 01:25:00",498630,12.76,15.09,751.3,14.55,52.83
"2025-09-01 01:30:00",498631,12.76,15.06,751.3,14.31,53.2
"2025-09-01 01:35:00",498632,12.76,14.99,751.4,14.09,53.77
"2025-09-01 01:40:00",498633,12.76,14.93,751.3,14.03,54.07
"2025-09-01 01:45:00",498634,12.76,14.84,751.3,13.85,54.65
"2025-09-01 01:50:00",498635,12.75,14.73,751.4,13.79,54.7
