"TOA5","Pluvio_UPB","CR300","6066","CR300.Std.10.03","CPU:UPB_Rain_4Dic2020.CR300","9715","Meteo5Min"
"TIMESTAMP","RECORD","VBat","TempDL","PBar","TempA","RH"
"TS","RN","Vdc","GradosC","[mBar]","GradosC","%"
"","","Smp","Smp","Smp","Smp","Smp"
"2024-03-01 00:00:00",340501,12.78,17.22,753.1,16.63,73.76
"2024-03-01 00:05:00",340502,12.78,17.23,753.1,16.63,74.33
"2024-03-01 00:10:00",340503,12.78,17.24,753.1,16.46,75
"2024-03-01 00:15:00",340504,12.78,17.25,753.1,16.32,74.41
"2024-03-01 00:20:00",340505,12.78,17.26,753.1,16.32,73.87
"2024-03-01 00:25:00",340506,12.78,17.24,753.1,16.29,73.8
"2024-03-01 00:30:00",340507,12.78,17.25,753.1,16.41,74
"2024-03-01 00:35:00",340508,12.77,17.3,753,16.45,73.44
"2024-03-01 00:40:00",340509,12.77,17.37,753,16.54,72.88
"2024-03-01 00:45:00",340510,12.77,17.43,753.1,16.67,71.99
"2024-03-01 00:50:00",340511,12.76,17.5,753.2,16.77,71.49
"2024-03-01 00:55:00",340512,12.76,17.57,753.1,16.79,72.82
"2024-03-01 01:00:00",340513,12.76,17.62,753,16.69,76.18
"2024-03-01 01:05:00",340514,12.76,17.65,753,16.44,74.89
"2024-03-01 01:10:00",340515,12.76,17.7,753,16.36,75.61
"2024-03-01 01:15:00",340516,12.75,17.7,753,16.35,75.38
"2024-03-01 01:20:00",340517,12.75,17.71,753,16.36,74.73
"2024-03-01 01:25:00",340518,12.75,17.73,752.9,16.5,74.21
"2024-03-01 01:30:00",340519,12.75,17.7,752.9,16.62,75.38
"2024-03-01 01:35:00",340520,12.75,17.73,752.9,16.61,76.03
"2024-03-01 01:40:00",340521,12.75,17.77,752.8,16.53,78.01
"2024-03-01 01:45:00",340522,12.75,17.78,752.8,16.29,79.27
"2024-03-01 01:50:00",340523,12.74,17.78,752.7,16.18,79.28
