"TOA5","Pluvio_UPB","CR300","6066","CR300.Std.10.03","CPU:UPB_Rain_4Dic2020.CR300","9715","Meteo5Min"
"TIMESTAMP","RECORD","VBat","TempDL","PBar","TempA","RH"
"TS","RN","Vdc","GradosC","[mBar]","GradosC","%"
"","","Smp","Smp","Smp","Smp","Smp"
"2024-01-01 00:00:00",323221,12.76,16.93,751.8,16.1,88.4
"2024-01-01 00:05:00",323222,12.76,16.93,751.8,16.08,89.2
"2024-01-01 00:10:00",323223,12.75,16.92,751.7,15.96,90.3
"2024-01-01 00:15:00",323224,12.75,16.89,751.6,15.9,90.9
"2024-01-01 00:20:00",323225,12.75,16.85,751.5,15.84,91.2
"2024-01-01 00:25:00",323226,12.75,16.8,751.4,15.72,91.2
"2024-01-01 00:30:00",323227,12.75,16.73,751.4,15.72,91
"2024-01-01 00:35:00",323228,12.74,16.67,751.3,15.74,90.6
"2024-01-01 00:40:00",323229,12.74,16.63,751.3,15.78,91.5
"2024-01-01 00:45:00",323230,12.74,16.6,751.2,15.69,91.8
"2024-01-01 00:50:00",323231,12.74,16.56,751.2,15.6,91.7
"2024-01-01 00:55:00",323232,12.73,16.49,751.1,15.58,91.8
"2024-01-01 01:00:00",323233,12.73,16.43,751,15.66,93
"2024-01-01 01:05:00",323234,12.73,16.41,751,15.67,91.7
"2024-01-01 01:10:00",323235,12.73,16.4,751,15.71,90.5
"2024-01-01 01:15:00",323236,12.73,16.41,750.9,15.77,91.2
"2024-01-01 01:20:00",323237,12.72,16.41,750.8,15.72,90.3
"2024-01-01 01:25:00",323238,12.72,16.4,750.8,15.77,90.1
"2024-01-01 01:30:00",323239,12.72,16.4,750.8,15.72,90.6
"2024-01-01 01:35:00",323240,12.71,16.39,750.7,15.7,91.6
"2024-01-01 01:40:00",323241,12.71,16.39,750.7,15.55,92.1
"2024-01-01 01:45:00",323242,12.71,16.38,750.7,15.4,92.5
"2024-01-01 01:50:00",323243,12.71,16.36,750.7,15.32,92.9
