"TOA5","Pluvio_UPB","CR300","6066","CR300.Std.10.03","CPU:UPB_Rain_4Dic2020.CR300","9715","Meteo5Min"
"TIMESTAMP","RECORD","VBat","TempDL","PBar","TempA","RH"
"TS","RN","Vdc","GradosC","[mBar]","GradosC","%"
"","","Smp","Smp","Smp","Smp","Smp"
"2021-10-01 00:00:00",86494,12.83,18.06,749.3,18.74,45.06
"2021-10-01 00:05:00",86495,12.84,18.04,749.2,18.19,46.58
"2021-10-01 00:10:00",86496,12.83,17.96,749.2,17.39,49.67
"2021-10-01 00:15:00",86497,12.83,17.85,749.2,16.93,52.25
"2021-10-01 00:20:00",86498,12.83,17.71,749.2,16.76,52.56
"2021-10-01 00:25:00",86499,12.83,17.54,749.1,16.71,52.4
"2021-10-01 00:30:00",86500,12.83,17.38,749.1,16.77,52.66
"2021-10-01 00:35:00",86501,12.83,17.21,749,16.75,52.19
"2021-10-01 00:40:00",86502,12.83,17.06,749,16.99,51.51
"2021-10-01 00:45:00",86503,12.83,16.92,749,16.71,52.74
"2021-10-01 00:50:00",86504,12.82,16.8,749,16.46,52.95
"2021-10-01 00:55:00",86505,12.82,16.65,749,16.67,52.3
"2021-10-01 01:00:00",86506,12.82,16.53,749.1,16.67,52.27
"2021-10-01 01:05:00",86507,12.82,16.45,749,16.77,51.82
"2021-10-01 01:10:00",86508,12.82,16.4,749,16.78,51.61
"2021-10-01 01:15:00",86509,12.82,16.37,749.1,16.5,52.34
"2021-10-01 01:20:00",86510,12.82,16.33,749,16.09,53.05
"2021-10-01 01:25:00",86511,12.82,16.28,749,16.01,51.47
"2021-10-01 01:30:00",86512,12.82,16.18,749.1,15.95,50.47
"2021-10-01 01:35:00",86513,12.82,16.11,749.1,16.04,49.87
"2021-10-01 01:40:00",86514,12.82,16.03,749,16.16,49.35
"2021-10-01 01:45:00",86515,12.82,15.99,749,16.24,48.96
"2021-10-01 01:50:00",86516,12.82,15.94,748.9,15.91,49.66
