"TOA5","Pluvio_UPB","CR300","6066","CR300.Std.09.02","CPU:UPB_Rain_28Nov2019.CR300","54384","Meteo5Min"
"TIMESTAMP","RECORD","VBat","TempDL","PBar","TempA","RH"
"TS","RN","Vdc","GradosC","[mBar]","GradosC","%"
"","","Smp","Smp","Smp","Smp","Smp"
"2020-05-01 00:00:00",44503,12.82,17.83,753.2,15.3,52.33
"2020-05-01 00:05:00",44504,12.82,17.73,753.2,15.41,51.63
"2020-05-01 00:10:00",44505,12.82,17.63,753.3,15.48,51.4
"2020-05-01 00:15:00",44506,12.82,17.53,753.2,15.48,51.74
"2020-05-01 00:20:00",44507,12.82,17.45,753.2,15.55,52.33
"2020-05-01 00:25:00",44508,12.81,17.4,753.3,15.5,52.54
"2020-05-01 00:30:00",44509,12.81,17.35,753.3,15.2,54.58
"2020-05-01 00:35:00",44510,12.81,17.3,753.3,15,55.73
"2020-05-01 00:40:00",44511,12.81,17.21,753.3,15.25,54.37
"2020-05-01 00:45:00",44512,12.81,17.13,753.3,15.37,52.95
"2020-05-01 00:50:00",44513,12.81,17.04,753.3,15.32,52.48
"2020-05-01 00:55:00",44514,12.81,16.97,753.3,15.12,52.64
"2020-05-01 01:00:00",44515,12.8,16.9,753.3,14.88,54.25
"2020-05-01 01:05:00",44516,12.8,16.79,753.3,14.72,54.51
"2020-05-01 01:10:00",44517,12.8,16.68,753.3,14.62,53.88
"2020-05-01 01:15:00",44518,12.8,16.58,753.4,14.53,54.36
"2020-05-01 01:20:00",44519,12.79,16.48,753.4,14.47,53.04
"2020-05-01 01:25:00",44520,12.79,16.41,753.4,15.06,48.15
"2020-05-01 01:30:00",44521,12.79,16.38,753.3,15.4,47.23
"2020-05-01 01:35:00",44522,12.79,16.39,753.3,14.88,52.48
"2020-05-01 01:40:00",44523,12.79,16.41,753.3,14.53,54.23
"2020-05-01 01:45:00",44524,12.79,16.37,753.2,14.09,56.26
"2020-05-01 01:50:00",44525,12.78,16.3,753.2,13.87,56.74
