"TOA5","Pluvio_UPB","CR300","6066","CR300.Std.09.02","CPU:UPB_Rain_28Nov2019.CR300","54384","Meteo5Min"
"TIMESTAMP","RECORD","VBat","TempDL","PBar","TempA","RH"
"TS","RN","Vdc","GradosC","[mBar]","GradosC","%"
"","","Smp","Smp","Smp","Smp","Smp"
"2020-10-01 00:00:00",88567,12.82,18.19,750.1,17.08,42.25
"2020-10-01 00:05:00",88568,12.82,18.15,750.1,16.84,43.88
"2020-10-01 00:10:00",88569,12.82,18.11,750,15.95,49.26
"2020-10-01 00:15:00",88570,12.82,17.99,750,15.47,52.07
"2020-10-01 00:20:00",88571,12.82,17.84,750,15.21,52.44
"2020-10-01 00:25:00",88572,12.81,17.67,750,15.18,51.82
"2020-10-01 00:30:00",88573,12.81,17.49,750,15.4,50.92
"2020-10-01 00:35:00",88574,12.81,17.33,750,15.41,51.66
"2020-10-01 00:40:00",88575,12.81,17.17,750,15.23,50.5
"2020-10-01 00:45:00",88576,12.81,17.02,750,15.36,51.1
"2020-10-01 00:50:00",88577,12.81,16.89,750,15.34,50.67
"2020-10-01 00:55:00",88578,12.8,16.77,750,15.22,52.8
"2020-10-01 01:00:00",88579,12.8,16.67,750,14.92,53.77
"2020-10-01 01:05:00",88580,12.8,16.56,750,14.74,54.36
"2020-10-01 01:10:00",88581,12.8,16.47,750,14.79,54.55
"2020-10-01 01:15:00",88582,12.8,16.4,750,14.62,55.46
"2020-10-01 01:20:00",88583,12.8,16.28,750,14.36,57.05
"2020-10-01 01:25:00",88584,12.79,16.18,749.9,14.31,54.78
"2020-10-01 01:30:00",88585,12.79,16.07,749.9,14.38,55.7
"2020-10-01 01:35:00",88586,12.79,16,749.9,14.45,54.28
"2020-10-01 01:40:00",88587,12.79,15.92,749.9,14.22,55.31
"2020-10-01 01:45:00",88588,12.79,15.86,749.9,14.41,53.49
"2020-10-01 01:50:00",88589,12.78,15.82,749.8,14.58,53.63
"2020-10-01 01:55:00",88590,12.78,15.81,749.8,14.61,53.21
