"TOA5","Pluvio_UPB","CR300","6066","CR300.Std.09.02","CPU:UPB_Rain_28Nov2019.CR300","54384","Meteo5Min"
"TIMESTAMP","RECORD","VBat","TempDL","PBar","TempA","RH"
"TS","RN","Vdc","GradosC","[mBar]","GradosC","%"
"","","Smp","Smp","Smp","Smp","Smp"
"2020-08-01 00:00:00",70999,12.82,15.92,753.3,13.98,32.23
"2020-08-01 00:05:00",71000,12.82,15.82,753.3,14.1,31.88
"2020-08-01 00:10:00",71001,12.82,15.71,753.3,14.08,32.07
"2020-08-01 00:15:00",71002,12.82,15.6,753.4,13.85,32.25
"2020-08-01 00:20:00",71003,12.81,15.5,753.4,13.7,33.86
"2020-08-01 00:25:00",71004,12.81,15.39,753.4,13.63,34.37
"2020-08-01 00:30:00",71005,12.81,15.29,753.4,13.28,34.6
"2020-08-01 00:35:00",71006,12.81,15.18,753.5,13.39,35.42
"2020-08-01 00:40:00",71007,12.81,15.09,753.4,13.06,37.73
"2020-08-01 00:45:00",71008,12.81,14.99,753.4,13.15,36.97
"2020-08-01 00:50:00",71009,12.8,14.91,753.4,13.1,36.58
"2020-08-01 00:55:00",71010,12.8,14.83,753.4,13.19,37.64
"2020-08-01 01:00:00",71011,12.8,14.77,753.4,13.05,37.82
"2020-08-01 01:05:00",71012,12.8,14.69,753.4,13.02,38.2
"2020-08-01 01:10:00",71013,12.8,14.65,753.4,13.1,37.76
"2020-08-01 01:15:00",71014,12.79,14.6,753.4,12.87,38.57
"2020-08-01 01:20:00",71015,12.79,14.54,753.4,12.68,39.03
"2020-08-01 01:25:00",71016,12.79,14.48,753.4,12.57,40.92
"2020-08-01 01:30:00",71017,12.79,14.39,753.4,12.43,41.53
"2020-08-01 01:35:00",71018,12.79,14.27,753.4,12.16,42.7
"2020-08-01 01:40:00",71019,12.78,14.16,753.4,12.01,43.71
"2020-08-01 01:45:00",71020,12.78,14.01,753.4,11.76,46.39
"2020-08-01 01:50:00",71021,12.78,13.89,753.4,11.98,44.93
