"TOA5","Pluvio_UPB","CR300","6066","CR300.Std.10.03","CPU:UPB_Rain_4Dic2020.CR300","9715","Meteo5Min"
"TIMESTAMP","RECORD","VBat","TempDL","PBar","TempA","RH"
"TS","RN","Vdc","GradosC","[mBar]","GradosC","%"
"","","Smp","Smp","Smp","Smp","Smp"
"2024-02-01 00:00:00",332149,12.81,19.49,753.7,18.2,73.32
"2024-02-01 00:05:00",332150,12.81,19.37,753.6,18.26,72.64
"2024-02-01 00:10:00",332151,12.81,19.29,753.6,18.31,75.58
"2024-02-01 00:15:00",332152,12.81,19.27,753.5,18.45,70.25
"2024-02-01 00:20:00",332153,12.81,19.25,753.5,18.55,73.02
"2024-02-01 00:25:00",332154,12.81,19.27,753.5,18.67,71.4
"2024-02-01 00:30:00",332155,12.81,19.31,753.4,18.82,70.43
"2024-02-01 00:35:00",332156,12.81,19.35,753.4,18.81,71.19
"2024-02-01 00:40:00",332157,12.8,19.39,753.4,18.64,71.74
"2024-02-01 00:45:00",332158,12.8,19.44,753.4,18.6,71.32
"2024-02-01 00:50:00",332159,12.8,19.48,753.3,18.49,71.07
"2024-02-01 00:55:00",332160,12.8,19.52,753.3,18.43,68.64
"2024-02-01 01:00:00",332161,12.8,19.47,753.3,18.31,69.55
"2024-02-01 01:05:00",332162,12.8,19.42,753.3,18.28,68.73
"2024-02-01 01:10:00",332163,12.79,19.38,753.3,18.06,69.91
"2024-02-01 01:15:00",332164,12.79,19.33,753.3,18.08,71.02
"2024-02-01 01:20:00",332165,12.79,19.32,753.2,18.2,70.55
"2024-02-01 01:25:00",332166,12.79,19.32,753.2,18.26,70.45
"2024-02-01 01:30:00",332167,12.79,19.33,753.1,18.07,72.23
"2024-02-01 01:35:00",332168,12.79,19.31,753.1,17.84,73.68
"2024-02-01 01:40:00",332169,12.78,19.29,753.1,17.75,74.38
"2024-02-01 01:45:00",332170,12.78,19.23,753.1,17.76,75.3
"2024-02-01 01:50:00",332171,12.78,19.19,753.2,17.67,75.79
