"TOA5","Pluvio_UPB","CR300","6066","CR300.Std.09.02","CPU:UPB_Rain_28Nov2019.CR300","54384","Meteo5Min"
"TIMESTAMP","RECORD","VBat","TempDL","PBar","TempA","RH"
"TS","RN","Vdc","GradosC","[mBar]","GradosC","%"
"","","Smp","Smp","Smp","Smp","Smp"
"2019-11-28 11:25:00",0,13.46,34.84,749.3,24.72,39.99
"2019-11-28 11:30:00",1,13.46,34.89,749.2,24.43,39.5
"2019-11-28 11:35:00",2,13.46,34.49,749.2,24.51,40.04
"2019-11-28 11:40:00",3,13.46,34.86,749.1,25.04,36.79
"2019-11-28 11:45:00",4,13.43,35.3,749,25.27,38.14
"2019-11-28 11:50:00",5,13.43,35.74,749,25.66,36.72
"2019-11-28 11:55:00",6,13.44,35.4,748.9,24.97,36.52
"2019-11-28 12:00:00",7,13.43,35.27,748.8,25.49,35.18
"2019-11-28 12:05:00",8,13.43,35.36,748.8,26.1,33.49
"2019-11-28 12:10:00",9,13.44,35.49,748.7,26.45,33.15
"2019-11-28 12:15:00",10,13.44,35.6,748.5,25.76,33.06
"2019-11-28 12:20:00",11,13.44,35.64,748.5,25.72,32.18
"2019-11-28 12:25:00",12,13.44,35.64,748.4,26.48,27.05
"2019-11-28 12:30:00",13,13.44,35.43,748.3,26.93,30.29
"2019-11-28 12:35:00",14,13.44,35.58,748.2,27.29,31.85
"2019-11-28 12:40:00",15,13.44,35.88,748.2,27.41,28.56
"2019-11-28 12:45:00",16,13.44,35.69,748.1,26.81,27.66
"2019-11-28 12:50:00",17,13.42,35.97,748,28.16,26.59
"2019-11-28 12:55:00",18,13.42,36.17,747.9,28.01,27.2
"2019-11-28 13:00:00",19,13.42,36.15,747.8,27.74,27.73
"2019-11-28 13:05:00",20,13.42,36.16,747.7,27.59,27.58
"2019-11-28 13:10:00",21,13.42,36.64,747.6,27.79,25.74
"2019-11-28 13:15:00",22,13.42,36.48,747.5,27.78,25.12
