"TOA5","Pluvio_UPB","CR300","6066","CR300.Std.09.02","CPU:UPB_Rain_28Nov2019.CR300","54384","Meteo5Min"
"TIMESTAMP","RECORD","VBat","TempDL","PBar","TempA","RH"
"TS","RN","Vdc","GradosC","[mBar]","GradosC","%"
"","","Smp","Smp","Smp","Smp","Smp"
"2020-06-01 00:00:00",53431,12.83,14.85,752.6,12.12,56.71
"2020-06-01 00:05:00",53432,12.82,14.68,752.6,11.82,57.02
"2020-06-01 00:10:00",53433,12.82,14.5,752.5,11.83,57.44
"2020-06-01 00:15:00",53434,12.82,14.34,752.6,11.77,56.69
"2020-06-01 00:20:00",53435,12.82,14.19,752.6,11.68,56.61
"2020-06-01 00:25:00",53436,12.82,14.06,752.7,11.7,56.65
"2020-06-01 00:30:00",53437,12.82,13.95,752.7,11.51,58.29
"2020-06-01 00:35:00",53438,12.81,13.81,752.7,11.33,59.21
"2020-06-01 00:40:00",53439,12.81,13.69,752.6,11.01,60.01
"2020-06-01 00:45:00",53440,12.81,13.55,752.7,10.99,59.71
"2020-06-01 00:50:00",53441,12.81,13.41,752.7,11.13,60.09
"2020-06-01 00:55:00",53442,12.81,13.3,752.7,11.22,59.54
"2020-06-01 01:00:00",53443,12.8,13.22,752.7,11.34,58.32
"2020-06-01 01:05:00",53444,12.8,13.16,752.7,11.39,57.29
"2020-06-01 01:10:00",53445,12.8,13.1,752.6,11.29,57.06
"2020-06-01 01:15:00",53446,12.8,13.05,752.5,11.29,56.91
"2020-06-01 01:20:00",53447,12.8,12.99,752.5,11.13,56.86
"2020-06-01 01:25:00",53448,12.79,12.91,752.5,10.87,58.54
"2020-06-01 01:30:00",53449,12.79,12.82,752.4,10.89,59.61
"2020-06-01 01:35:00",53450,12.79,12.73,752.4,10.71,60.05
"2020-06-01 01:40:00",53451,12.79,12.67,752.4,10.5,61.95
"2020-06-01 01:45:00",53452,12.78,12.56,752.4,10.29,62.5
"2020-06-01 01:50:00",53453,12.78,12.46,752.4,10.19,63.38
