"TOA5","Pluvio_UPB","CR300","6066","CR300.Std.10.03","CPU:UPB_Rain_4Dic2020.CR300","9715","Meteo5Min"
"TIMESTAMP","RECORD","VBat","TempDL","PBar","TempA","RH"
"TS","RN","Vdc","GradosC","[mBar]","GradosC","%"
"","","Smp","Smp","Smp","Smp","Smp"
"2025-10-01 00:00:00",507253,12.78,19.9,752.6,18.78,49.76
"2025-10-01 00:05:00",507254,12.78,19.88,752.6,18.7,50.25
"2025-10-01 00:10:00",507255,12.78,19.87,752.6,18.63,50.84
"2025-10-01 00:15:00",507256,12.78,19.82,752.6,18.46,51.93
"2025-10-01 00:20:00",507257,12.78,19.82,752.6,18.19,52.92
"2025-10-01 00:25:00",507258,12.77,19.78,752.5,18.07,53.18
"2025-10-01 00:30:00",507259,12.77,19.74,752.5,18.01,53.23
"2025-10-01 00:35:00",507260,12.77,19.67,752.5,17.94,53.9
"2025-10-01 00:40:00",507261,12.77,19.6,752.4,17.85,53.92
"2025-10-01 00:45:00",507262,12.77,19.27,752.4,17.81,54.28
"2025-10-01 00:50:00",507263,12.77,19.06,752.3,17.77,54.65
"2025-10-01 00:55:00",507264,12.77,18.9,752.3,17.73,54.79
"2025-10-01 01:00:00",507265,12.76,18.76,752.3,17.6,55.63
"2025-10-01 01:05:00",507266,12.76,18.63,752.3,17.5,56.04
"2025-10-01 01:10:00",507267,12.76,18.5,752.3,17.44,56.46
"2025-10-01 01:15:00",507268,12.76,18.42,752.3,17.47,56.74
"2025-10-01 01:20:00",507269,12.76,18.37,752.3,17.53,56.75
"2025-10-01 01:25:00",507270,12.75,18.32,752.2,17.55,57.42
"2025-10-01 01:30:00",507271,12.75,18.29,752.2,17.56,57.7
"2025-10-01 01:35:00",507272,12.75,18.27,752.2,17.51,58.12
"2025-10-01 01:40:00",507273,12.75,18.23,752.1,17.5,58.11
"2025-10-01 01:45:00",507274,12.74,18.2,752.2,17.5,58.14
"2025-10-01 01:50:00",507275,12.74,18.19,752.1,17.45,58.08
