"TOA5","Pluvio_UPB","CR300","6066","CR300.Std.10.03","CPU:UPB_Rain_4Dic2020.CR300","9715","Meteo5Min"
"TIMESTAMP","RECORD","VBat","TempDL","PBar","TempA","RH"
"TS","RN","Vdc","GradosC","[mBar]","GradosC","%"
"","","Smp","Smp","Smp","Smp","Smp"
"2025-07-01 00:00:00",480757,12.75,13.56,752.1,12.69,64.55
"2025-07-01 00:05:00",480758,12.75,13.45,752.2,12.76,63.65
"2025-07-01 00:10:00",480759,12.75,13.34,752.3,12.74,62.71
"2025-07-01 00:15:00",480760,12.74,13.26,752.2,12.78,62.1
"2025-07-01 00:20:00",480761,12.74,13.19,752.2,12.74,61.5
"2025-07-01 00:25:00",480762,12.74,13.1,752.2,12.58,62.71
"2025-07-01 00:30:00",480763,12.74,13,752.3,12.31,65.29
"2025-07-01 00:35:00",480764,12.73,12.91,752.2,12.08,67.16
"2025-07-01 00:40:00",480765,12.73,12.83,752.3,11.76,68.85
"2025-07-01 00:45:00",480766,12.73,12.72,752.2,11.43,70.3
"2025-07-01 00:50:00",480767,12.73,12.57,752.3,11.35,70.2
"2025-07-01 00:55:00",480768,12.73,12.42,752.2,11.13,71.29
"2025-07-01 01:00:00",480769,12.72,12.25,752.3,11.11,71.23
"2025-07-01 01:05:00",480770,12.72,12.13,752.3,11.33,70.25
"2025-07-01 01:10:00",480771,12.72,12.02,752.3,11.41,69.41
"2025-07-01 01:15:00",480772,12.71,11.96,752.2,11.67,68.09
"2025-07-01 01:20:00",480773,12.71,11.93,752.2,11.81,66.33
"2025-07-01 01:25:00",480774,12.71,11.95,752.2,11.71,66.58
"2025-07-01 01:30:00",480775,12.71,11.94,752.2,11.43,67.44
"2025-07-01 01:35:00",480776,12.71,11.77,752.2,11.31,67.68
"2025-07-01 01:40:00",480777,12.71,11.67,752.2,11.15,68.14
"2025-07-01 01:45:00",480778,12.7,11.57,752.2,10.94,68.7
"2025-07-01 01:50:00",480779,12.7,11.47,752.3,10.93,68.38
