"TOA5","Pluvio_UPB","CR300","6066","CR300.Std.10.03","CPU:UPB_Rain_4Dic2020.CR300","9715","Meteo5Min"
"TIMESTAMP","RECORD","VBat","TempDL","PBar","TempA","RH"
"TS","RN","Vdc","GradosC","[mBar]","GradosC","%"
"","","Smp","Smp","Smp","Smp","Smp"
"2022-12-01 00:00:00",209173,12.78,19.6,746.4,17.61,53.39
"2022-12-01 00:05:00",209174,12.78,19.58,746.4,17.6,53.57
"2022-12-01 00:10:00",209175,12.78,19.52,746.3,17.43,54.17
"2022-12-01 00:15:00",209176,12.78,19.48,746.3,17.39,54.65
"2022-12-01 00:20:00",209177,12.78,19.4,746.3,17.33,55.71
"2022-12-01 00:25:00",209178,12.78,19.32,746.3,17.25,55.4
"2022-12-01 00:30:00",209179,12.77,19.25,746.3,17.02,56.83
"2022-12-01 00:35:00",209180,12.78,19.15,746.2,16.67,58.89
"2022-12-01 00:40:00",209181,12.77,19.05,746.1,16.81,58.25
"2022-12-01 00:45:00",209182,12.77,18.97,746.1,16.79,57.58
"2022-12-01 00:50:00",209183,12.77,18.89,746,16.73,58.09
"2022-12-01 00:55:00",209184,12.77,18.84,745.9,16.57,57.21
"2022-12-01 01:00:00",209185,12.77,18.76,746,16.5,56.69
"2022-12-01 01:05:00",209186,12.77,18.68,746,16.44,56.68
"2022-12-01 01:10:00",209187,12.77,18.61,746,16.42,55.88
"2022-12-01 01:15:00",209188,12.76,18.5,746,16.28,56.29
"2022-12-01 01:20:00",209189,12.76,18.43,745.9,16.22,55.79
"2022-12-01 01:25:00",209190,12.76,18.34,745.9,16.2,55.36
"2022-12-01 01:30:00",209191,12.76,18.27,745.9,16.16,54.2
"2022-12-01 01:35:00",209192,12.76,18.21,745.9,16.11,53.27
"2022-12-01 01:40:00",209193,12.75,18.16,745.9,16.14,52.51
"2022-12-01 01:45:00",209194,12.75,18.06,745.9,16.04,52.71
"2022-12-01 01:50:00",209195,12.75,17.93,745.9,16.04,52.37
